LICENSE NUMBER,LICENSEE NAME,BUSINESS NAME,LICENSE TYPE,ACTIVE,COUNTY,Retail Delivery,Medical Grade,Hemp
050 100479383D7,Cowgirl Cannabis LLC,Monmouth Cannabis,Recreational Retailer,Yes,Polk,Yes,Yes,
050 1004837AEEB,"Healing Green, LLC",Healing Green Dispensary,Recreational Retailer,Yes,Polk,Yes,Yes,
050 10048906A0A,Alex Andrade,Blackbird Indica,Recreational Retailer,Yes,Polk,,Yes,
020 10055618DB9,"Marcus Flynn, Mike Flynn, Carol Flynn",Mr. Greene Organics,Recreational Producer,Yes,Polk,,,
020 1005671C40F,Maxfield Farms LLC,Kendo Farms,Recreational Producer,Yes,Polk,,,
020 1005681B0A4,"Viola Portland, LLC",Viola Ridge,Recreational Producer,Yes,Polk,,,
020 1005766754C,VLF Polk Property LLC,Diem Farms,Recreational Producer,Yes,Polk,,,
020 100583902A0,Danks LLC,Danks LLC,Recreational Producer,Yes,Polk,,,
020 10058446C7E,Samuel Oldham,Willamette Cannabis Company,Recreational Producer,Yes,Polk,,,
050 1006107BBE8,"Dispenserve, LLC",Oasis Cannabis,Recreational Retailer,Yes,Polk,Yes,Yes,
050 1006174477B,Blackbird Crow LLC,Blackbird Crow,Recreational Retailer,Yes,Polk,,,
020 1006714EBB7,The Holistic Choice Inc.,Fireworks Farm,Recreational Producer,Yes,Polk,,,
020 1007002AE74,Endopendence Farms Inc,Endopendence Farms,Recreational Producer,Yes,Polk,,,
020 10070047FE5,Shelly Harmon,Top Shelf Oregon Grown,Recreational Producer,Yes,Polk,,,
020 1007378584B,45th Parallel Farms LLC,45th Parallel Farms,Recreational Producer,Yes,Polk,,,
020 100811074E3,"Truehitt 1, LLC",Truehitt,Recreational Producer,Yes,Polk,,,
020 100861828BC,45th Parallel Farms LLC,45th Parallel Farms,Recreational Producer,Yes,Polk,,,
050 10088445D61,"OG Collective, LLC and OG Leasing LLC",OG Collective,Recreational Retailer,Yes,Polk,,,
020 100886707AF,Mirson Farms LLC,Mirson Farms LLC,Recreational Producer,Yes,Polk,,,
020 10090868CEB,"Happy Valley Agriculture, LLC",Happy Valley Cannabis,Recreational Producer,Yes,Polk,,,
050 1009694BC2A,SMS Ventures LLC,Homegrown Oregon,Recreational Retailer,Yes,Polk,,,
020 1011514933A,Leafer Logistics LLC,Two Star Dog Genetics,Recreational Producer,,Polk,,,
020 1000588ACB7,Far Out Farms LLC,Far Out Farms,Recreational Producer,Yes,Tillamook,,,
050 10008693DF6,AMCM LLC,La Mota,Recreational Retailer,Yes,Tillamook,Yes,Yes,
020 1002000510A,"Rainforest  Organix, LLC",Rainforest Botanix/Rainforest Organix,Recreational Producer,Yes,Tillamook,,,
020 1002321E385,"Dairyland Dankery, LLC",Dairyland Dankery,Recreational Producer,Yes,Tillamook,,,
050 1002555FF29,G. O. Enterprises LLC,Sweet Relief Tillamook,Recreational Retailer,Yes,Tillamook,,Yes,
050 1002834A6BC,"Nehalem Bay Wellness, Ltd.",Oregon Coast Cannabis,Recreational Retailer,Yes,Tillamook,,Yes,
050 1002874797E,"Green Man Collective, LLC",Green Man Collective,Recreational Retailer,Yes,Tillamook,,Yes,
050 1003307ED92,"Nectar Markets, LLC",Nectar,Recreational Retailer,Yes,Tillamook,Yes,Yes,
050 1004135DBFA,"PPC Holdings, LLC and Daryl Bell",West,Recreational Retailer,Yes,Tillamook,Yes,Yes,
050 100435382A3,"Rockaway Retail, LLC",Mr. Nice Guy Rockaway,Recreational Retailer,Yes,Tillamook,Yes,Yes,
050 1004602AE08,"PPC Holdings, LLC and Daryl Bell",West,Recreational Retailer,Yes,Tillamook,Yes,Yes,
050 1004766AB16,Eightfold Inc.,Citi Zen,Recreational Retailer,Yes,Tillamook,Yes,Yes,
050 1005162BFD5,"Attis Trading Company - Tillamook, LLC",Attis Trading Company,Recreational Retailer,Yes,Tillamook,Yes,,
020 10052119227,Another Level Growers LLC,Another Level Growers,Recreational Producer,Yes,Tillamook,,,
020 1006622AC01,Green Hills LLC,Green Hills,Recreational Producer,Yes,Tillamook,,,
020 1006729FA8B,"Coastal Craft Enterprises, LLC",Flavor Town,Recreational Producer,Yes,Tillamook,,,
020 10067963FB5,"PEG'N SON, LLC",Family Trees,Recreational Producer,Yes,Tillamook,,,
020 10076941EF5,Trevor Allen Torquato,Lighthouse Gardens,Recreational Producer,Yes,Tillamook,,,
020 100843733C6,"High Tide Tempest, LLC","High Tide Tempest, LLC",Recreational Producer,Yes,Tillamook,,,
020 1008570F378,Tye Ann Horton and Gary Leroy Horton,Tranquil Turtle Farm,Recreational Producer,Yes,Tillamook,,,
020 1008721875F,Bird Belly Farms LLC,Bird Belly Farms LLC,Recreational Producer,Yes,Tillamook,,,
020 10088717771,Acme Cannabis Company LLC,Acme,Recreational Producer,Yes,Tillamook,,,
020 1009466153A,"Three Bros Grows, LLC","Three Bros Grows, LLC",Recreational Producer,Yes,Tillamook,,,
050 10050472A58,Pendleton Cannabis LLC,Pendleton Cannabis,Recreational Retailer,Yes,Umatilla,Yes,Yes,
050 10053577FB7,KIND LEAF PENDLETON LLC,KIND LEAF PENDLETON,Recreational Retailer,Yes,Umatilla,Yes,Yes,
050 1006029FA55,"High Desert Cannabis, LLC","High Desert Cannabis, LLC",Recreational Retailer,Yes,Umatilla,Yes,Yes,
020 100705423AF,GhostTown Organix LLC,GhostTown Organix,Recreational Producer,Yes,Umatilla,,,
020 10001745681,"WICC Investments, LLC",Core Cannabiz,Recreational Producer,Yes,Wasco,,,
030 10002372F41,"WICC Investments, LLC",Core Gardens,Recreational Processor,Yes,Wasco,,,
020 10002694AE6,White Tygh Farms Inc,White Tygh Farms Inc,Recreational Producer,Yes,Wasco,,,
020 10016734586,M Thrive Organics LLC,M Thrive Organics LLC,Recreational Producer,Yes,Wasco,,,
050 100167455A3,M Thrive Organics LLC,M Thrive Organics LLC,Recreational Retailer,Yes,Wasco,,,
020 10017993BED,"Groen, LLC","Uku Oregon, LLC",Recreational Producer,Yes,Wasco,,,
030 10020517997,"Groen, LLC",UKU Processing,Recreational Processor,Yes,Wasco,,Yes,
020 1002637B549,Craft 1611 LLC,Craft 1611 LLC,Recreational Producer,Yes,Wasco,,,
020 1003480A615,Wasco Ag Co,Wasco Farms,Recreational Producer,Yes,Wasco,,,
020 1003828BB94,"Reservation Ranch, LLC.",Mt. Hood Flower Co.,Recreational Producer,Yes,Wasco,,,
050 10039622D6B,Three Kings Organics LLC,Three Kings Organics,Recreational Retailer,Yes,Wasco,Yes,,
050 1004070FB52,High Mountain Retail LLC,High Mountain Recreational,Recreational Retailer,Yes,Wasco,,Yes,
050 10040777759,Columbia River Herbals LLC,Columbia River Herbals LLC,Recreational Retailer,Yes,Wasco,Yes,Yes,
050 10040800D20,Columbia River Herbals LLC,Columbia River Herbals LLC,Recreational Retailer,Yes,Wasco,Yes,Yes,
030 10058674ACA,M Thrive Organics LLC,M Thrive Organics LLC,Recreational Processor,Yes,Wasco,,,
060 1005931F691,M Thrive Organics LLC,M Thrive Organics LLC,Recreational Wholesaler,Yes,Wasco,,,
020 1006761F2BA,Linda K Mayfield & Larry Mayfield,CR Healthy Options,Recreational Producer,Yes,Wasco,,,
020 1006984739D,GORGE GROWN LLC,Gorge Grown,Recreational Producer,Yes,Wasco,,,
020 10070499B4D,Deep Rooted Farms LLC,Deep rooted farms LLC,Recreational Producer,Yes,Wasco,,,
030 10089707CB6,Monkland Medicinals LLC  ,Monkland,Recreational Processor,Yes,Wasco,,,
060 10089834F89,Monkland Medicinals LLC  ,Monkland,Recreational Wholesaler,Yes,Wasco,,,
050 10000407C53,"All Systems As Promised, Inc. / WWMP, LLC",Kaleafa,Recreational Retailer,Yes,Washington,Yes,Yes,
020 10000662000,"YERBA OREGON, LLC",Yerba Buena,Recreational Producer,Yes,Washington,,,
020 10000792689,Northwest Botanica LLC,Northwest Botanica,Recreational Producer,Yes,Washington,,,
020 10000886D07,Judy Neely,Wolf Creek Garden,Recreational Producer,Yes,Washington,,,
050 10001143E31,Tammy Brown Inc,Westside Wellness,Recreational Retailer,Yes,Washington,,Yes,
020 1000134322F,"GreenRidge Agronomy, LLC","GreenRidge Agronomy, LLC",Recreational Producer,Yes,Washington,,,
020 10001579F78,Moto Perpetuo Farm LLC,"Moto Perpetuo Farm, Cascade Chronic",Recreational Producer,Yes,Washington,,,
020 10002126E3D,"Repleo, Inc",Repleo Farms,Recreational Producer,Yes,Washington,,,
050 10002248531,"Growing ReLeaf Inc. and Kiley Property Holdings, LLC",Growing ReLeaf,Recreational Retailer,Yes,Washington,,Yes,
050 10002314A19,"Bailey, Ford and Wood Enterprises, LLC",Local Leaf,Recreational Retailer,Yes,Washington,Yes,Yes,
020 10002627DC7,Laird Family Farms LLC,Laird Family Farms LLC,Recreational Producer,Yes,Washington,,,
020 1000264669D,Smokey Mountain Farm LLC,Smokey Mountain Farm ,Recreational Producer,Yes,Washington,,,
050 1000292877D,GreenLand Enterprises Inc.,Stone Age Farmacy,Recreational Retailer,Yes,Washington,,,
060 1000300D0C3,Cascade High Organics LLC,Cascade High,Recreational Wholesaler,Yes,Washington,,,
050 1000390AC5A,PNW Investment Holdings LLC,The Herbary,Recreational Retailer,Yes,Washington,,Yes,
020 1000456B832,Oregon Roots Inc,Oregon Roots,Recreational Producer,Yes,Washington,,,
020 10005967B0E,"PROFITABLE ENTERPRISES, L.L.C.","PROFITABLE ENTERPRISES, L.L.C.",Recreational Producer,Yes,Washington,,,
050 1000652B6CC,"Oregon Bud Company, LLC",Oregon Bud Company LLC,Recreational Retailer,Yes,Washington,,,
020 1000655AD60,"Hurb Acres, LLC.",Hurb Acres,Recreational Producer,Yes,Washington,,,
050 1000854002F,FundPDX LLC,Puff Oregon,Recreational Retailer,Yes,Washington,Yes,Yes,
020 10008585FB8,Anderson Technology and Supply LLC,Koru Cannabis,Recreational Producer,Yes,Washington,,,
020 1001034DCCC,"Little Oak, Inc",Farmer Ken's ,Recreational Producer,Yes,Washington,,,
020 10010477B89,Token Farms LLC.,Token Farms,Recreational Producer,Yes,Washington,,,
020 10010953497,Creedence Creek Farm LLC,Creedence Creek Farm,Recreational Producer,Yes,Washington,,,
020 1001363A82B,"Oregon Green Leaf Farms LLC and Iguana Wholesale, Inc",Oregon Green Leaf Farms/ Iguana Wholesale,Recreational Producer,Yes,Washington,,,
050 1001367CE42,La Mota 8 LLC,La Mota ,Recreational Retailer,Yes,Washington,Yes,,
020 10013720707,Gigglebush Farms LLC,Gigglebush Farms LLC,Recreational Producer,Yes,Washington,,,
020 1001579CD6E,Cascade High Organics LLC,Cascade High,Recreational Producer,Yes,Washington,,,
020 1001645DDC3,Kaizen Investments LLC,Helia Fields,Recreational Producer,Yes,Washington,,,
050 100164832B5,CBN Inc,Blooming Deals By Cannabis Nation,Recreational Retailer,Yes,Washington,,Yes,
020 10016656782,KMG Farm LLC,Cannagreen ,Recreational Producer,Yes,Washington,,,
010 1001676067C,"FORENSIC ANALYTICAL LABORATORIES, INC.",Cascadia Labs,Laboratory,Yes,Washington,,,
020 1001863397C,Saum Creek Farm LLC,Saum Creek Farm  LLC,Recreational Producer,Yes,Washington,,,
020 100189881E5,Spiering Farms LLC,Iguana Wholesale,Recreational Producer,Yes,Washington,,,
020 1002057C1FA,Mayfield Organics LLC / Shamrock Yards LLC,TORO45 GROUP,Recreational Producer,Yes,Washington,,,
020 10021071D94,Western Oregon Botanicals Inc.,Western Oregon Botanicals,Recreational Producer,Yes,Washington,,,
020 1002137AB4C,The Alberta Group LLC,Hifi Farms,Recreational Producer,Yes,Washington,,,
050 1002260AA4F,"The Green Planet, Inc ",The Green Planet,Recreational Retailer,Yes,Washington,,Yes,
030 1002308C7F2,Periodic Edibles LLC,Periodic Edibles,Recreational Processor,Yes,Washington,,Yes,
020 10024056CAF,"3 D BLUEBERRY FARMS, INC.",Private Reserve Cannabis,Recreational Producer,Yes,Washington,,,
050 100241747B3,GW Retail Marlow Inc,Electric Lettuce,Recreational Retailer,Yes,Washington,,Yes,
020 10024840FDC,"J. Lilly, LLC","J. Lilly, LLC",Recreational Producer,Yes,Washington,,,
020 1002525373D,BIDO & COMPANY LLC,OREGON KGB,Recreational Producer,Yes,Washington,,,
060 100253415EF,"Dark Star Productions, LLC","Dark Star Productions, LLC",Recreational Wholesaler,Yes,Washington,,Yes,
050 10026091C87,"Green Mart, LLC","Green Mart, LLC",Recreational Retailer,Yes,Washington,,Yes,
020 1002757E94B,JH & DK LLC,JD Grown,Recreational Producer,Yes,Washington,,,
020 1002796B58F,"High Country Organic Farms, LLC","High Country Organic Farms, LLC",Recreational Producer,Yes,Washington,,,
060 10028369AEC,"S&S Distribution and Logistics, Inc.",S&S Distribution and Logistics,Recreational Wholesaler,Yes,Washington,,Yes,
020 1002932C991,Verdant Leaf Farms LLC,"Verdant Leaf Farms, LLC",Recreational Producer,Yes,Washington,,,
020 1003295F640,Muriel Kirkham & Douglas Kirkham,K M.A.D.E.,Recreational Producer,Yes,Washington,,,
020 10034081A63,Basalt Creek Farms LLC,Basalt Creek Farms,Recreational Producer,Yes,Washington,,,
020 10034295E00,"Impact Direct, LLC",Golden Hydro,Recreational Producer,Yes,Washington,,,
020 1003507F47A,Coastal Hawaiian Farms LLC,Coastal Hawaiian Farms,Recreational Producer,Yes,Washington,,,
010 1003535F118,PacLab Analytics LLC,PacLab Analytics LLC,Laboratory,Yes,Washington,,,
020 10035507BA0,Haywire LLC,Haywire,Recreational Producer,Yes,Washington,,,
050 1003656FEA8,Wellstone LLC,Yesca Cannabis Company,Recreational Retailer,Yes,Washington,Yes,Yes,
050 1003775A123,"Mahalo, Inc.",Mahalo,Recreational Retailer,Yes,Washington,,,
010 10037776F84,"CS Laboratories, Inc.","CS Laboratories, Inc.",Laboratory,Yes,Washington,,,
050 1003846F031,"TCDC,LLC",The CDC Dispensary,Recreational Retailer,Yes,Washington,Yes,Yes,
030 100387530AF,"Portland Oven, LLC",Portland Oven,Recreational Processor,Yes,Washington,,,
050 10038830A67,M&M LLC,DEFYNE PREMIUM CANNABIS,Recreational Retailer,Yes,Washington,Yes,Yes,
050 1003884B7AC,PACIFIC GREEN LLC,DEFYNE PREMIUM CANNABIS,Recreational Retailer,Yes,Washington,,Yes,
050 1003982A725,"ACNM, LLC",Phresh Cannabis,Recreational Retailer,Yes,Washington,,,
050 10040759663,Midori Retail LLC,Parlour Cannabis Shoppe,Recreational Retailer,Yes,Washington,Yes,Yes,
020 10041734DCD,"MH Industries, LLC",Jah Love Cannabis Company,Recreational Producer,Yes,Washington,,,
020 10042226E8D,"Green Mountain Farm, LLC & Green Mountain Extracts, LLC",Green Mountain Farm,Recreational Producer,Yes,Washington,,,
020 1004226F89D,"Green Mountain Farm, LLC & Green Mountain Extracts, LLC",Green Mountain Farm,Recreational Producer,Yes,Washington,,,
020 100429525D5,Rock Creek Greenery LLC,Rock Creek Greenery,Recreational Producer,Yes,Washington,,,
020 1004308C411,PDX ORGANICS,PDX ORGANICS,Recreational Producer,Yes,Washington,,,
030 1004351E47C,Dab Factory LLC,"Dab Factory, LLC",Recreational Processor,Yes,Washington,,,
050 10045653650,"AgriServ Enterprises, LLC",The Vth,Recreational Retailer,Yes,Washington,,,
010 1004748743D,SC Laboratories Oregon LLC,SC Laboratories,Laboratory,Yes,Washington,,,
020 1004977A524,Occes,Swicks,Recreational Producer,Yes,Washington,,,
020 1004978EF27,"KMB Farms, LLC",KMB Farms,Recreational Producer,Yes,Washington,,,
050 10050307AF1,"The Green Planet, Inc ",The Green Planet,Recreational Retailer,Yes,Washington,,Yes,
020 1005052CAC3,L & K Property Management LLC,Professor Toad   ,Recreational Producer,Yes,Washington,,,
020 100506243FE,Greenery Property Management LLC,Greenery Property Management,Recreational Producer,Yes,Washington,,,
020 10050841A8F,"Dragon Smoke, LLC","Dragon Smoke, LLC",Recreational Producer,Yes,Washington,,,
060 1005095E244,Artemis Link LLC ,Artemis Link LLC ,Recreational Wholesaler,Yes,Washington,,,
030 1005617D4B3,CHC Hillsboro LLC,Mountain Chief,Recreational Processor,Yes,Washington,,,
020 1005726BB49,Buckweed Farms LLC,Coastal South,Recreational Producer,Yes,Washington,,,
020 10057851A6C,JJS Enterprise LLC,FRONTIER UNDERGROUND FARMS,Recreational Producer,Yes,Washington,,,
020 100584842A8,"Greenphoria Farms, LLC",Greenphoria Farms,Recreational Producer,Yes,Washington,,,
050 1005993ED4E,Rose City Buds & Flowers LLC,Rose City Buds & Flowers LLC,Recreational Retailer,Yes,Washington,,Yes,
060 10060217312,"GreenRidge Agronomy, LLC","GreenRidge Agronomy, LLC",Recreational Wholesaler,Yes,Washington,,,
050 1006350ECEF,"SPEEDY JANES, LLC",Speedy Janes,Recreational Retailer,Yes,Washington,Yes,Yes,
030 1006406BAB4,Engineered Extracts LLC,Engineered Extracts,Recreational Processor,Yes,Washington,,,
020 1006577FD20,"Mitus Resource Group, LLC",Vth LMNT Farms,Recreational Producer,Yes,Washington,,,
060 10066063290,Engineered Extracts LLC,Green Label Distribution,Recreational Wholesaler,Yes,Washington,,,
020 10067487457,"Elliott Heights, LLC",Elliott Heights,Recreational Producer,Yes,Washington,,,
020 100676462DF,"Smoky Flower Farm, LLC",Smoky Flower Farm,Recreational Producer,Yes,Washington,,,
020 10069071F4A,DaLoto LLC,DaLoto Farms,Recreational Producer,Yes,Washington,,,
030 1006997D873,Oregon Natural Roots LLC,Natural Roots,Recreational Processor,Yes,Washington,,,
020 1007017BBF9,Bridgeport Brands Inc.,Bridgeport Brands Inc.,Recreational Producer,Yes,Washington,,,
060 1007098A103,Moto Perpetuo Farm LLC,"Moto Perpetuo Farm, Cascade Chronic",Recreational Wholesaler,Yes,Washington,,,
020 100714690AD,FHL Group LLC,Pacific Orchards,Recreational Producer,Yes,Washington,,,
030 1007290F3D2,"Peace, Love and Elixirs LLC",The Extraction Artists,Recreational Processor,Yes,Washington,,,
020 1007508F303,Canopy Scientific LLC,Canopy Scientific LLC,Recreational Producer,Yes,Washington,,,
020 1007510E91B,"Green Fox Farms, LLC",Green Fox Farms,Recreational Producer,Yes,Washington,,,
050 10076228AAB,"DOWNTOWN BEND FLAGSHIP, INC.",Oregrown Eugene,Recreational Retailer,Yes,Washington,,,
010 10076340B22,Reference Labs LLC,Reference Labs LLC,Laboratory,Yes,Washington,,,
060 1007682C4C5,"Pacific Highway Investments LLC, Hank's Motor Sports LLC",Mr Nice Guy LLC,Recreational Wholesaler,Yes,Washington,,,
020 1007700B23F,Evergreen Plantworks LLC,Evergreen Plantworks,Recreational Producer,Yes,Washington,,,
020 10078868202,Cold Frame LLC,Cold Frame,Recreational Producer,Yes,Washington,,,
050 10079919CD9,CFA RETAIL LLC,Chalice Farms,Recreational Retailer,Yes,Washington,,,
020 100805851A0,"Twenty Seven Farms, LLC ",Twenty Seven Farms,Recreational Producer,Yes,Washington,,,
050 10081197FAB,"Nectar Markets, LLC",Nectar,Recreational Retailer,Yes,Washington,,,
020 1008191F710,"B-Force, LLC",B-Force,Recreational Producer,Yes,Washington,,,
030 10082073D97,"DB0, LLC",PDXDABS,Recreational Processor,Yes,Washington,,,
020 10084173C98,Linda Herbert,Buddies and Pals,Recreational Producer,Yes,Washington,,,
020 10085644AA4,Garden Of The Gods LLC,Garden Of The Gods ,Recreational Producer,Yes,Washington,,,
020 10086441398,Hillsboro Industrial Enterprises LLC,Fr33dom Farms,Recreational Producer,Yes,Washington,,,
020 1008873E6F1,MGF LLC,Marigrow Farms,Recreational Producer,Yes,Washington,,,
060 10093306233,Sugar Tree Wholesale Co. LLC,Sugar Tree Wholesale,Recreational Wholesaler,Yes,Washington,,,
050 1009489D6FC,Denny Retail Investments Inc,Electric Lettuce Denny,Recreational Retailer,Yes,Washington,,,
020 1010097836A,17 Farms LLC,17 Farms LLC,Recreational Producer,Yes,Washington,,,
030 1010223E1BB,"3TK, LLC",Edipure Oregon,Recreational Processor,Yes,Washington,,,
050 10110469A34,Western Oregon Dispensary Inc,Western Oregon Dispensary,Recreational Retailer,Yes,Washington,,,
050 1011183437D,"MNG Holdings, LLC ",Mr. Nice Guy Retail,Recreational Retailer,,Washington,,,
050 101323878C8,"GW Retail Pacific Highway, Inc.",Electric Lettuce Pacific Highway,Recreational Retailer,Yes,Washington,,,
050 10001381DC4,"CNS EQUITY PARTNERS OR 100, LLC",The Green Heart Oregon,Recreational Retailer,Yes,Yamhill,,Yes,
020 1000156AA26,Night Owl Nursery,Night Owl Nursery,Recreational Producer,Yes,Yamhill,,,
060 1000168AAF0,CCW LLC,The Canna Company,Recreational Wholesaler,Yes,Yamhill,,Yes,
050 100028766B5,Valley Health LLC,New Leaf Midtown,Recreational Retailer,Yes,Yamhill,Yes,Yes,
020 10007151DCD,Riverglass Shop LLC,High Clearance Grow,Recreational Producer,Yes,Yamhill,,,
020 1000798B8B8,Kit Johnston,MariCo Farms ,Recreational Producer,Yes,Yamhill,,,
030 10008708598,"Naked Extracts, LLC","Naked Extracts, LLC",Recreational Processor,Yes,Yamhill,,,Yes
020 1001470A9E3,"Happy Buddha Farm, LLC",Bliss Farm,Recreational Producer,Yes,Yamhill,,,
050 1001649DE75,top shelf cannabis Incorporated,Top Shelf Cannabis ,Recreational Retailer,Yes,Yamhill,,Yes,
020 10017618317,Integral Soils LLC,Taste Budz,Recreational Producer,Yes,Yamhill,,,
030 100181669EB,Charles Herman Harris and Deva Harris-Williams,Flamingo Ridge ,Recreational Processor,Yes,Yamhill,,,
020 1001922558A,"Omega Blends, LLC",Omega Blends,Recreational Producer,Yes,Yamhill,,,
020 10019811371,Oakhill Organics LLC and Katherine Kulla,Walnut Rise,Recreational Producer,Yes,Yamhill,,,
020 1002032B604,Lovena Green Farms,Lovena Green Farms,Recreational Producer,Yes,Yamhill,,,
020 10020602EDE,LAWSON WOLFE ENTERPRISES LLC,Left Coast Farms,Recreational Producer,Yes,Yamhill,,,
020 10023254A23,Lopaka Farms LLC,Atlas Farms,Recreational Producer,Yes,Yamhill,,,
